transactionId,orderId,customerId,itemId,quantity,status,message,timestamp
1b4a27b8-11c4-4dd6-9601-0672d542c150,ORD-46799857287000,CUST-46,FI-001,1,SUCCESS,Processed: Tier: SILVER | Qty: 1 | Voucher: false,1779448556695
b3af1763-0dff-4d44-b2c1-58bd3e64d21b,ORD-46799858271500,CUST-28,FI-001,1,SUCCESS,Processed: Tier: SILVER | Qty: 1 | Voucher: true,1779448556696
03b2ea8a-35fe-4fe8-892a-30d99021ab48,ORD-46799857689900,CUST-41,FI-001,1,SUCCESS,Processed: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556696
f52f4ce9-56ae-41ea-b995-e284c7d24cb7,ORD-46799857573300,CUST-36,FI-001,1,SUCCESS,Processed: Tier: STANDARD | Qty: 1 | Voucher: true,1779448556696
45770316-8d08-47e0-8947-d2b079a6de41,ORD-46799858322600,CUST-32,FI-001,1,SUCCESS,Processed: Tier: STANDARD | Qty: 1 | Voucher: true,1779448556696
cfea5a37-feba-4c7a-80fe-536e87e88ba7,ORD-46799856517400,CUST-26,FI-001,1,SUCCESS,Processed: Tier: DIAMOND | Qty: 1 | Voucher: false,1779448556696
ccb1cdf5-5bfb-4f04-b8b8-fef0d4da563b,ORD-46799857237500,CUST-25,FI-001,2,SUCCESS,Processed: Tier: SILVER | Qty: 2 | Voucher: false,1779448556696
efb68d9d-070b-46e3-bfb1-1b188c7ee4f0,ORD-46799882985000,CUST-54,FI-001,1,SUCCESS,Processed: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556708
5876c461-be0d-4175-8385-322959ac5cf5,ORD-46799883119300,CUST-55,FI-001,1,SUCCESS,Processed: Tier: STANDARD | Qty: 1 | Voucher: true,1779448556708
86dfae10-f2b8-4457-80ff-80acb529854b,ORD-46799883337700,CUST-75,FI-001,2,FAILED,Depleted: Tier: DIAMOND | Qty: 2 | Voucher: false,1779448556708
3f311c10-80b7-4aa8-88eb-a0e436b7f590,ORD-46799883024900,CUST-59,FI-001,1,FAILED,Depleted: Tier: SILVER | Qty: 1 | Voucher: false,1779448556708
816c7ab9-b23b-4ff3-be97-f744af520332,ORD-46799883296200,CUST-71,FI-001,2,FAILED,Depleted: Tier: SILVER | Qty: 2 | Voucher: false,1779448556708
af50d2f3-b5ce-4bd9-a481-9a6b663622b2,ORD-46799883470900,CUST-79,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556708
5a14bd6d-2923-42db-a116-00470084315f,ORD-46799883222600,CUST-65,FI-001,2,FAILED,Depleted: Tier: SILVER | Qty: 2 | Voucher: false,1779448556708
6548b404-595f-4b8c-9bf9-70904f388b29,ORD-46799883409900,CUST-77,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556708
942be0d3-862e-44f4-b649-c004591a64c7,ORD-46799883552900,CUST-82,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: true,1779448556708
f67f60a8-5032-447f-be29-9b85ebaf71c4,ORD-46799883592100,CUST-69,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556708
5e9d5b0b-5558-4802-829c-11587c4ce6f9,ORD-46799883642100,CUST-67,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: true,1779448556708
a43f537b-f2a9-4eaf-8fca-01c9803c4ca8,ORD-46799883717600,CUST-68,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556708
cb665838-e27d-46e7-9660-ce4f45bf56fa,ORD-46799883734700,CUST-66,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556708
98000d2a-50fa-4846-8f13-bce37c4f1ab0,ORD-46799883759500,CUST-63,FI-001,2,FAILED,Depleted: Tier: SILVER | Qty: 2 | Voucher: true,1779448556708
b8ece857-38a1-48d4-86b3-2ea7e7ece171,ORD-46799883779300,CUST-64,FI-001,2,FAILED,Depleted: Tier: SILVER | Qty: 2 | Voucher: false,1779448556708
f728abe1-31a2-4204-a971-1d53b22e5e2b,ORD-46799883805200,CUST-61,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: true,1779448556708
e86484b4-027c-4725-b92a-3efd336fc24f,ORD-46799883826300,CUST-60,FI-001,2,FAILED,Depleted: Tier: GOLD | Qty: 2 | Voucher: false,1779448556708
a81c1782-ff23-427a-b466-9f4618095eba,ORD-46799883851800,CUST-62,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556708
6d376abc-11ce-4553-989f-a3ba0e68f49a,ORD-46799883871000,CUST-58,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556708
58c99584-16f8-4b67-92d2-df905da95fba,ORD-46799883892300,CUST-57,FI-001,1,SUCCESS,Processed: Tier: GOLD | Qty: 1 | Voucher: false,1779448556709
a0a18430-b006-47c5-a95e-c536e2b74558,ORD-46799883941500,CUST-56,FI-001,1,SUCCESS,Processed: Tier: GOLD | Qty: 1 | Voucher: false,1779448556709
c0ce13a9-8c48-4cdb-aea3-f6b561576fcf,ORD-46799883970400,CUST-81,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556709
91b05606-2cd5-421e-a780-e76cd7dd95a6,ORD-46799883979000,CUST-70,FI-001,2,FAILED,Depleted: Tier: SILVER | Qty: 2 | Voucher: false,1779448556709
76b539c5-bb66-46e2-959b-203dc2345abb,ORD-46799884030200,CUST-80,FI-001,2,FAILED,Depleted: Tier: GOLD | Qty: 2 | Voucher: false,1779448556709
369d6e13-628a-4348-8756-68f67f22a00b,ORD-46799884048200,CUST-78,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: true,1779448556709
c7a0f2fb-3f5c-4caa-8ab1-d0e5a05f0e78,ORD-46799884068300,CUST-76,FI-001,1,FAILED,Depleted: Tier: DIAMOND | Qty: 1 | Voucher: true,1779448556709
2e1142e3-27f9-418d-ab4d-018074467b4d,ORD-46799884089600,CUST-74,FI-001,1,FAILED,Depleted: Tier: GOLD | Qty: 1 | Voucher: false,1779448556709
3439aa3e-c6a4-45ac-a668-aa73338d1e97,ORD-46799884135400,CUST-73,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556709
ebb4a6c4-518a-4627-b25d-0792ac844f86,ORD-46799884160000,CUST-72,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556709
313f6771-cf94-4318-a6ec-63ba5b62b29f,ORD-46799884178200,CUST-53,FI-001,1,SUCCESS,Processed: Tier: GOLD | Qty: 1 | Voucher: false,1779448556709
b21314f0-ad62-4cdc-a15c-57aefbefef32,ORD-46799894328200,CUST-88,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: true,1779448556719
01198ebb-e107-41b6-a06e-ad8684ce5a5f,ORD-46799894328300,CUST-84,FI-001,1,SUCCESS,Processed: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556719
dd3411b0-4bc2-4d42-8eed-edcb7cc84da6,ORD-46799894403000,CUST-92,FI-001,1,FAILED,Depleted: Tier: GOLD | Qty: 1 | Voucher: false,1779448556719
e14ab32e-8bb8-4841-b35a-d3eea6630866,ORD-46799894386800,CUST-87,FI-001,1,SUCCESS,Processed: Tier: STANDARD | Qty: 1 | Voucher: true,1779448556719
d45333d7-169c-46bd-9d0e-b2d7a5ce2fd0,ORD-46799894481400,CUST-85,FI-001,1,SUCCESS,Processed: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556719
7f9b9502-b1f4-407d-aa90-a00ce6088071,ORD-46799894510000,CUST-97,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: true,1779448556720
2615fcb3-dd81-4078-938c-a5af3b11d320,ORD-46799894535900,CUST-86,FI-001,1,SUCCESS,Processed: Tier: STANDARD | Qty: 1 | Voucher: true,1779448556720
32751ece-aba4-4905-9dd8-eb615d8dffb8,ORD-46799894560800,CUST-83,FI-001,1,SUCCESS,Processed: Tier: GOLD | Qty: 1 | Voucher: false,1779448556720
ac40442a-e29d-4654-a7cd-aed7c45ac529,ORD-46799894591300,CUST-101,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: true,1779448556720
66e0d2b1-f6e8-48b5-a904-cc3841a7b476,ORD-46799894610000,CUST-102,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556720
6601fcbd-393f-4de9-8902-cf0fed50825b,ORD-46799894629300,CUST-99,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556720
b370a1bd-9839-4aab-b9a2-e43d2a23eb21,ORD-46799894674600,CUST-95,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: true,1779448556720
da08a4e8-1e5b-4ad8-adde-0a477c968aa8,ORD-46799894687900,CUST-108,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556720
771938f4-d348-4024-b095-c2964a300201,ORD-46799894735100,CUST-110,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556720
5ecb147a-56a3-4fda-8c11-8307352717a1,ORD-46799894749600,CUST-112,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: true,1779448556720
2bffe8d6-ecd6-43c5-b4a0-ee4e8cd545cc,ORD-46799894802100,CUST-98,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556720
608ae0da-be83-447e-b4de-c03ee212aed5,ORD-46799894822000,CUST-96,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556720
20b1db37-de98-46cd-af54-d0c4234712b1,ORD-46799894845100,CUST-94,FI-001,2,FAILED,Depleted: Tier: GOLD | Qty: 2 | Voucher: false,1779448556720
dc4dd4e7-d129-4855-a779-e198a2de0e5b,ORD-46799894864700,CUST-93,FI-001,2,FAILED,Depleted: Tier: SILVER | Qty: 2 | Voucher: false,1779448556720
ffd6ff50-f84a-4719-9907-3e8e0124c1b9,ORD-46799894921600,CUST-91,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556720
36deb50b-9485-4512-9609-467bb42c3fa4,ORD-46799894972400,CUST-90,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: true,1779448556720
af3bf2ee-4634-4b88-bc4c-972f60456941,ORD-46799894990600,CUST-89,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556720
35d15cdf-afcc-4f70-a63b-8cf39ede5152,ORD-46799895034900,CUST-109,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: true,1779448556720
4d346806-76da-4c63-9382-f35938e773d3,ORD-46799895053600,CUST-111,FI-001,1,FAILED,Depleted: Tier: DIAMOND | Qty: 1 | Voucher: false,1779448556720
755fd544-f27f-447a-8dce-648cf0eb9e16,ORD-46799895104600,CUST-106,FI-001,2,FAILED,Depleted: Tier: SILVER | Qty: 2 | Voucher: true,1779448556720
f9b45155-e1a2-4d7a-8963-e91e9a949181,ORD-46799895131800,CUST-107,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556720
4b446635-72c7-414f-9dae-91ab8104f48c,ORD-46799895181200,CUST-105,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556720
312a2398-aa5e-4f8d-8452-9bc295b4c8b3,ORD-46799895220700,CUST-104,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556720
9ba2cf73-00fc-4d41-99de-a3feac7c9ea9,ORD-46799895239400,CUST-100,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556720
9b1f91f2-34e1-4feb-a941-74af43c84b78,ORD-46799895251000,CUST-103,FI-001,2,FAILED,Depleted: Tier: GOLD | Qty: 2 | Voucher: true,1779448556720
780aec47-0b99-4cd5-95e3-33d802c4d3f6,ORD-46799902523200,CUST-115,FI-001,1,SUCCESS,Processed: Tier: SILVER | Qty: 1 | Voucher: false,1779448556728
f20bcdae-145d-4cf4-a84e-026201ce3e00,ORD-46799902549400,CUST-123,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: true,1779448556728
c91bd419-91b6-4b62-bf26-8736bd3a094c,ORD-46799902607500,CUST-130,FI-001,1,FAILED,Depleted: Tier: DIAMOND | Qty: 1 | Voucher: false,1779448556728
796eabff-dae4-4db9-a73a-c517a852c794,ORD-46799902600500,CUST-120,FI-001,2,FAILED,Depleted: Tier: GOLD | Qty: 2 | Voucher: false,1779448556728
0dfd2a70-b096-48ff-a9b2-abb6036d4356,ORD-46799902630300,CUST-129,FI-001,2,FAILED,Depleted: Tier: SILVER | Qty: 2 | Voucher: false,1779448556728
971af955-e3e7-433d-9182-0577c27255a8,ORD-46799902646800,CUST-134,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556728
96dc17bb-7f59-4a93-a00c-f728b0b9ccf0,ORD-46799902659800,CUST-136,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: true,1779448556728
ef833634-fbf0-44b9-a77b-79dacfb246e5,ORD-46799902675000,CUST-137,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556728
94c52cfe-b58a-4e8c-bc33-0f1e85c24370,ORD-46799902696500,CUST-138,FI-001,1,FAILED,Depleted: Tier: SILVER | Qty: 1 | Voucher: true,1779448556728
30e11746-8dac-4b39-8b5e-287f97b6835d,ORD-46799902722200,CUST-139,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556728
906785bd-aa26-4040-8672-f787a95d2f8b,ORD-46799902732000,CUST-142,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556728
2a69c667-2195-495d-8433-fc0f40bfa8fd,ORD-46799902750300,CUST-118,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556728
1978764b-553d-4dec-943d-5568b6b2973d,ORD-46799902768500,CUST-117,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556728
d32c934b-bcad-401a-8051-e5f5e2dbb53b,ORD-46799902785900,CUST-113,FI-001,1,SUCCESS,Processed: Tier: STANDARD | Qty: 1 | Voucher: true,1779448556728
d4eedf97-42f2-476b-be4e-e3d38683dd7b,ORD-46799902799600,CUST-114,FI-001,2,SUCCESS,Processed: Tier: SILVER | Qty: 2 | Voucher: false,1779448556728
f7d8edbe-b957-413f-85c5-1b85d42f8db8,ORD-46799902837900,CUST-116,FI-001,1,SUCCESS,Processed: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556728
7eb22ee9-7689-4867-aadf-b157602e1ced,ORD-46799902857100,CUST-141,FI-001,1,FAILED,Depleted: Tier: GOLD | Qty: 1 | Voucher: false,1779448556728
d2e94eb7-5556-4633-9924-7c7a619dc1e9,ORD-46799902902500,CUST-140,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556728
3658818a-66a8-4577-a196-77680af8be78,ORD-46799902914700,CUST-119,FI-001,2,FAILED,Depleted: Tier: GOLD | Qty: 2 | Voucher: false,1779448556728
0b02fe4d-828f-415e-96a5-29c9acfa8559,ORD-46799902931900,CUST-121,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556728
7fe4d6e9-05e5-416e-a170-c54d7c5992b5,ORD-46799902947700,CUST-132,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: true,1779448556728
381cd30d-b721-4f61-8089-484eeeefc8e6,ORD-46799902963100,CUST-133,FI-001,2,FAILED,Depleted: Tier: GOLD | Qty: 2 | Voucher: false,1779448556728
2aeee413-1331-466d-94e0-6bd38e18b0bf,ORD-46799903005800,CUST-135,FI-001,1,FAILED,Depleted: Tier: DIAMOND | Qty: 1 | Voucher: false,1779448556728
1c365dc9-819b-4c25-925b-9c2467822e98,ORD-46799903022100,CUST-131,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556728
e513e783-8df9-410e-bfb0-dfdaf080d997,ORD-46799903060000,CUST-125,FI-001,2,FAILED,Depleted: Tier: GOLD | Qty: 2 | Voucher: true,1779448556728
53e67172-0c57-46a4-aec6-819efe10b9ec,ORD-46799903074600,CUST-126,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556728
079b20df-3934-49d3-ac26-10930f413ab7,ORD-46799903095500,CUST-128,FI-001,1,FAILED,Depleted: Tier: GOLD | Qty: 1 | Voucher: false,1779448556728
5b2a7997-5db4-45c9-842d-6557a1da3975,ORD-46799903118500,CUST-127,FI-001,2,FAILED,Depleted: Tier: SILVER | Qty: 2 | Voucher: true,1779448556728
ac6979da-d0a6-49e0-9105-f7cb616bec28,ORD-46799903136400,CUST-124,FI-001,3,FAILED,Depleted: Tier: DIAMOND | Qty: 3 | Voucher: false,1779448556728
8a459b4e-60c2-4f52-8cf0-823301c251fe,ORD-46799903164900,CUST-122,FI-001,1,FAILED,Depleted: Tier: STANDARD | Qty: 1 | Voucher: false,1779448556728
