detailId,orderId,productId,quantity,unitPrice,subtotal
D-000065,O-00065,P-00244,2,1523000,3046000
D-000066,O-00066,P-03778,1,1186000,1186000
D-000067,O-00067,P-03957,2,645000,1290000
D-000068,O-00068,P-03240,1,706000,706000
D-000069,O-00069,P-00919,1,1726000,1726000
D-000070,O-00070,P-01534,1,2439000,2439000
D-000071,O-00071,P-00950,1,1760000,1760000
D-000072,O-00072,P-01971,1,2801000,2801000
D-000073,O-00073,P-02237,2,1470000,2940000
D-000074,O-00074,P-00222,2,2650000,5300000
D-000075,O-00075,P-03282,1,259000,259000
D-000076,O-00076,P-00480,2,2931000,5862000
D-000077,O-00077,P-00208,2,1287000,2574000
D-000078,O-00078,P-02587,2,249000,498000
D-000079,O-00079,P-01756,1,2915000,2915000
D-000080,O-00080,P-02126,2,1812000,3624000
D-000081,O-00081,P-02971,2,886000,1772000
D-000082,O-00082,P-04304,2,2074000,4148000
D-000083,O-00083,P-00059,1,1346000,1346000
D-000084,O-00084,P-03282,2,163000,326000
D-000085,O-00085,P-03801,1,1841000,1841000
D-000086,O-00086,P-04725,2,732000,1464000
D-000087,O-00087,P-04695,2,2004000,4008000
D-000088,O-00088,P-04068,1,2129000,2129000
D-000089,O-00089,P-04718,2,171000,342000
D-000090,O-00090,P-00707,2,2240000,4480000
D-000091,O-00091,P-01342,2,1825000,3650000
D-000092,O-00092,P-03931,1,155000,155000
D-000093,O-00093,P-03840,2,2318000,4636000
D-000094,O-00094,P-00818,2,2198000,4396000
D-000095,O-00095,P-03545,1,1892000,1892000
D-000096,O-00096,P-00465,1,793000,793000
D-000097,O-00097,P-04376,2,364000,728000
D-000098,O-00098,P-04531,2,854000,1708000
D-000099,O-00099,P-02368,2,1533000,3066000
D-000100,O-00100,P-03265,2,537000,1074000
D-000101,O-00101,P-04437,2,2084000,4168000
D-000102,O-00102,P-03317,2,1983000,3966000
D-000103,O-00103,P-04529,2,2014000,4028000
D-000104,O-00104,P-04025,2,2499000,4998000
D-000105,O-00105,P-02504,2,702000,1404000
D-000106,O-00106,P-01501,1,2685000,2685000
D-000107,O-00107,P-02638,1,945000,945000
D-000108,O-00108,P-01217,1,1777000,1777000
D-000109,O-00109,P-04820,1,2296000,2296000
D-000110,O-00110,P-03512,2,1541000,3082000
D-000111,O-00111,P-03603,1,856000,856000
D-000112,O-00112,P-01588,2,2534000,5068000
D-000113,O-00113,P-00567,2,2098000,4196000
D-000114,O-00114,P-00904,2,405000,810000
D-000115,O-00115,P-02238,2,1616000,3232000
D-000116,O-00116,P-01152,2,495000,990000
D-000117,O-00117,P-02294,1,2890000,2890000
D-000118,O-00118,P-01066,2,1016000,2032000
D-000119,O-00119,P-04350,2,2829000,5658000
D-000120,O-00120,P-04914,1,710000,710000
D-000121,O-00121,P-04508,2,1823000,3646000
D-000122,O-00122,P-02929,1,1366000,1366000
D-000123,O-00123,P-00027,1,489000,489000
D-000124,O-00124,P-03553,1,2313000,2313000
D-000125,O-00125,P-02536,1,1198000,1198000
D-000126,O-00126,P-02453,1,2484000,2484000
D-000127,O-00127,P-03780,1,2406000,2406000
D-000128,O-00128,P-00934,2,148000,296000
D-000129,O-00129,P-03214,2,2380000,4760000
D-000130,O-00130,P-04037,2,2813000,5626000
D-000131,O-00131,P-04145,2,2616000,5232000
D-000132,O-00132,P-00247,2,1926000,3852000
D-000133,O-00133,P-01823,1,1122000,1122000
D-000134,O-00134,P-03392,1,164000,164000
D-000135,O-00135,P-01769,2,2712000,5424000
D-000136,O-00136,P-03530,1,470000,470000
D-000137,O-00137,P-03654,2,2958000,5916000
D-000138,O-00138,P-01779,1,2653000,2653000
D-000139,O-00139,P-02769,1,501000,501000
D-000140,O-00140,P-00455,1,2141000,2141000
D-000141,O-00141,P-02089,1,54000,54000
D-000142,O-00142,P-03163,2,919000,1838000
D-000143,O-00143,P-03594,2,2034000,4068000
D-000144,O-00144,P-00882,2,1977000,3954000
D-000145,O-00145,P-00264,2,1466000,2932000
D-000146,O-00146,P-03638,1,2550000,2550000
D-000147,O-00147,P-02501,1,2940000,2940000
D-000148,O-00148,P-01983,2,2426000,4852000
D-000149,O-00149,P-03910,1,898000,898000
D-000150,O-00150,P-04259,1,1511000,1511000
D-000151,O-00151,P-01704,2,844000,1688000
D-000152,O-00152,P-01677,1,2551000,2551000
D-000153,O-00153,P-01750,1,2555000,2555000
D-000154,O-00154,P-04706,1,1056000,1056000
D-000155,O-00155,P-02758,2,796000,1592000
D-000156,O-00156,P-04182,1,2020000,2020000
D-000157,O-00157,P-03152,1,520000,520000
D-000158,O-00158,P-02429,1,1050000,1050000
D-000159,O-00159,P-02819,1,1059000,1059000
D-000160,O-00160,P-02492,1,2105000,2105000
D-000161,O-00161,P-04359,2,2197000,4394000
D-000162,O-00162,P-02982,1,220000,220000
D-000163,O-00163,P-00830,1,1017000,1017000
D-000164,O-00164,P-02920,2,762000,1524000
D-000165,O-00165,P-01432,1,844000,844000
D-000166,O-00166,P-04969,2,367000,734000
D-000167,O-00167,P-00272,1,1264000,1264000
D-000168,O-00168,P-03678,2,2402000,4804000
D-000169,O-00169,P-00938,1,171000,171000
D-000170,O-00170,P-01364,2,2745000,5490000
D-000171,O-00171,P-00189,1,1151000,1151000
D-000172,O-00172,P-04710,2,2203000,4406000
D-000173,O-00173,P-03359,1,444000,444000
D-000174,O-00174,P-04426,2,796000,1592000
D-000175,O-00175,P-01901,2,910000,1820000
D-000176,O-00176,P-01634,1,1565000,1565000
D-000177,O-00177,P-02798,1,2349000,2349000
D-000178,O-00178,P-01972,2,418000,836000
D-000179,O-00179,P-01791,1,1657000,1657000
D-000180,O-00180,P-03949,1,1448000,1448000
D-000181,O-00181,P-01649,2,2471000,4942000
D-000182,O-00182,P-04226,2,2931000,5862000
D-000183,O-00183,P-03362,1,1849000,1849000
D-000184,O-00184,P-00166,2,897000,1794000
D-000185,O-00185,P-01212,1,2933000,2933000
D-000186,O-00186,P-04461,1,599000,599000
D-000187,O-00187,P-01571,2,2878000,5756000
D-000188,O-00188,P-03738,2,1031000,2062000
D-000189,O-00189,P-01137,2,1079000,2158000
D-000190,O-00190,P-02972,1,1101000,1101000
D-000191,O-00191,P-04304,1,1075000,1075000
D-000192,O-00192,P-00476,2,1433000,2866000
D-000193,O-00193,P-00875,2,2295000,4590000
D-000194,O-00194,P-01686,2,1556000,3112000
D-000195,O-00195,P-00955,1,1261000,1261000
D-000196,O-00196,P-00572,2,269000,538000
D-000197,O-00197,P-02867,1,2524000,2524000
D-000198,O-00198,P-02596,1,2206000,2206000
D-000199,O-00199,P-02839,2,2584000,5168000
D-000200,O-00200,P-01119,2,2049000,4098000
D-000201,O-00201,P-04760,1,2417000,2417000
D-000202,O-00202,P-01490,1,315000,315000
D-000203,O-00203,P-02967,2,2578000,5156000
D-000204,O-00204,P-01150,1,2186000,2186000
D-000205,O-00205,P-01036,2,2964000,5928000
D-000206,O-00206,P-02726,1,2969000,2969000
D-000207,O-00207,P-03130,1,2462000,2462000
D-000208,O-00208,P-03796,1,917000,917000
D-000209,O-00209,P-01722,1,2775000,2775000
D-000210,O-00210,P-03402,1,3000000,3000000
D-000211,O-00211,P-02539,2,1404000,2808000
D-000212,O-00212,P-03537,1,2221000,2221000
D-000213,O-00213,P-02446,2,1488000,2976000
D-000214,O-00214,P-02813,2,578000,1156000
D-000215,O-00215,P-01504,2,1209000,2418000
D-000216,O-00216,P-04884,2,1056000,2112000
D-000217,O-00217,P-00319,2,1156000,2312000
D-000218,O-00218,P-04122,2,2055000,4110000
D-000219,O-00219,P-02341,1,652000,652000
D-000220,O-00220,P-03729,2,429000,858000
D-000221,O-00221,P-00046,2,1955000,3910000
D-000222,O-00222,P-01156,2,397000,794000
D-000223,O-00223,P-04482,2,1564000,3128000
D-000224,O-00224,P-01233,2,1313000,2626000
D-000225,O-00225,P-00202,2,1141000,2282000
D-000226,O-00226,P-01705,2,2175000,4350000
D-000227,O-00227,P-01876,2,2234000,4468000
D-000228,O-00228,P-04076,2,1646000,3292000
D-000229,O-00229,P-02650,2,2637000,5274000
D-000230,O-00230,P-04545,1,1832000,1832000
D-000231,O-00231,P-02549,2,1289000,2578000
D-000232,O-00232,P-00514,1,1214000,1214000
D-000233,O-00233,P-04179,2,465000,930000
D-000234,O-00234,P-00121,1,198000,198000
D-000235,O-00235,P-01749,1,337000,337000
D-000236,O-00236,P-04412,2,1158000,2316000
D-000237,O-00237,P-01767,2,1634000,3268000
D-000238,O-00238,P-02848,1,437000,437000
D-000239,O-00239,P-04527,1,1947000,1947000
D-000240,O-00240,P-03120,1,2533000,2533000
D-000241,O-00241,P-00738,1,713000,713000
D-000242,O-00242,P-04671,2,1493000,2986000
D-000243,O-00243,P-04910,1,489000,489000
D-000244,O-00244,P-00234,2,675000,1350000
D-000245,O-00245,P-03156,1,503000,503000
D-000246,O-00246,P-00770,2,163000,326000
D-000247,O-00247,P-02116,2,241000,482000
D-000248,O-00248,P-00727,2,1963000,3926000
D-000249,O-00249,P-00608,1,2242000,2242000
D-000250,O-00250,P-02601,2,466000,932000
D-000251,O-00251,P-01326,2,2460000,4920000
D-000252,O-00252,P-01205,1,334000,334000
D-000253,O-00253,P-00864,1,466000,466000
D-000254,O-00254,P-04985,1,1659000,1659000
D-000255,O-00255,P-03620,2,2783000,5566000
D-000256,O-00256,P-00625,1,328000,328000
D-000257,O-00257,P-00167,2,2290000,4580000
D-000258,O-00258,P-04450,2,401000,802000
D-000259,O-00259,P-03444,1,1570000,1570000
D-000260,O-00260,P-01424,1,1603000,1603000
D-000261,O-00261,P-04987,1,165000,165000
D-000262,O-00262,P-03493,1,1961000,1961000
D-000263,O-00263,P-04966,1,1897000,1897000
D-000264,O-00264,P-01351,1,1904000,1904000
D-000265,O-00265,P-01680,2,2352000,4704000
D-000266,O-00266,P-00011,2,2226000,4452000
D-000267,O-00267,P-04418,1,1780000,1780000
D-000268,O-00268,P-00261,2,2567000,5134000
D-000269,O-00269,P-00033,1,205000,205000
D-000270,O-00270,P-02368,1,1708000,1708000
D-000271,O-00271,P-00448,2,298000,596000
D-000272,O-00272,P-02110,1,201000,201000
D-000273,O-00273,P-04779,2,2039000,4078000
D-000274,O-00274,P-01413,2,2665000,5330000
D-000275,O-00275,P-01960,2,1040000,2080000
D-000276,O-00276,P-03674,2,896000,1792000
D-000277,O-00277,P-04277,1,1244000,1244000
D-000278,O-00278,P-02847,1,887000,887000
D-000279,O-00279,P-01785,1,1368000,1368000
D-000280,O-00280,P-02263,1,990000,990000
D-000281,O-00281,P-04026,1,1762000,1762000
D-000282,O-00282,P-02840,2,781000,1562000
D-000283,O-00283,P-02120,1,1721000,1721000
D-000284,O-00284,P-03985,2,571000,1142000
D-000285,O-00285,P-04737,1,1360000,1360000
D-000286,O-00286,P-04895,2,2856000,5712000
D-000287,O-00287,P-01889,1,485000,485000
D-000288,O-00288,P-02861,1,2966000,2966000
D-000289,O-00289,P-02981,1,186000,186000
D-000290,O-00290,P-02495,2,2549000,5098000
D-000291,O-00291,P-03136,1,1701000,1701000
D-000292,O-00292,P-02168,1,2356000,2356000
D-000293,O-00293,P-04039,2,2925000,5850000
D-000294,O-00294,P-03044,2,1816000,3632000
D-000295,O-00295,P-04854,2,1711000,3422000
D-000296,O-00296,P-00489,1,232000,232000
D-000297,O-00297,P-04546,2,1540000,3080000
D-000298,O-00298,P-02134,1,431000,431000
D-000299,O-00299,P-02117,1,2205000,2205000
D-000300,O-00300,P-01686,2,533000,1066000
D-000301,O-00301,P-02461,2,1821000,3642000
D-000302,O-00302,P-00909,1,1972000,1972000
D-000303,O-00303,P-00531,1,2465000,2465000
D-000304,O-00304,P-00955,1,589000,589000
D-000305,O-00305,P-04359,2,1184000,2368000
D-000306,O-00306,P-01668,2,1897000,3794000
D-000307,O-00307,P-02568,1,708000,708000
D-000308,O-00308,P-00644,1,2189000,2189000
D-000309,O-00309,P-01825,1,1629000,1629000
D-000310,O-00310,P-00532,2,391000,782000
D-000311,O-00311,P-02844,2,2048000,4096000
D-000312,O-00312,P-04001,2,1023000,2046000
D-000313,O-00313,P-04539,2,533000,1066000
D-000314,O-00314,P-00243,2,1871000,3742000
D-000315,O-00315,P-00558,1,717000,717000
D-000316,O-00316,P-04623,1,2356000,2356000
D-000317,O-00317,P-02267,1,1193000,1193000
D-000318,O-00318,P-02872,2,2778000,5556000
D-000319,O-00319,P-04315,2,2926000,5852000
D-000320,O-00320,P-03180,2,1739000,3478000
D-000321,O-00321,P-03002,2,309000,618000
D-000322,O-00322,P-00033,1,1674000,1674000
D-000323,O-00323,P-03802,1,2893000,2893000
D-000324,O-00324,P-03285,1,2825000,2825000
D-000325,O-00325,P-04560,1,381000,381000
D-000326,O-00326,P-01812,2,2742000,5484000
D-000327,O-00327,P-02594,2,180000,360000
D-000328,O-00328,P-00168,2,2252000,4504000
D-000329,O-00329,P-03639,1,1245000,1245000
D-000330,O-00330,P-03569,1,65000,65000
D-000331,O-00331,P-02880,2,1120000,2240000
D-000332,O-00332,P-02537,2,1261000,2522000
D-000333,O-00333,P-02458,1,2234000,2234000
D-000334,O-00334,P-00005,2,1240000,2480000
D-000335,O-00335,P-00164,2,1309000,2618000
D-000336,O-00336,P-00960,1,168000,168000
D-000337,O-00337,P-03769,2,1655000,3310000
D-000338,O-00338,P-01432,1,970000,970000
D-000339,O-00339,P-00117,1,1997000,1997000
D-000340,O-00340,P-03771,1,444000,444000
D-000341,O-00341,P-04810,1,1822000,1822000
D-000342,O-00342,P-03959,2,2459000,4918000
D-000343,O-00343,P-04446,1,1672000,1672000
D-000344,O-00344,P-04396,2,2680000,5360000
D-000345,O-00345,P-02067,1,350000,350000
D-000346,O-00346,P-01387,1,834000,834000
D-000347,O-00347,P-02983,1,2545000,2545000
D-000348,O-00348,P-01216,1,1539000,1539000
D-000349,O-00349,P-03425,2,1404000,2808000
D-000350,O-00350,P-01903,1,634000,634000
D-000351,O-00351,P-00366,1,2604000,2604000
D-000352,O-00352,P-01888,2,1148000,2296000
D-000353,O-00353,P-03334,2,340000,680000
D-000354,O-00354,P-04586,2,116000,232000
D-000355,O-00355,P-00835,1,1732000,1732000
D-000356,O-00356,P-04209,1,1952000,1952000
D-000357,O-00357,P-02181,2,1849000,3698000
D-000358,O-00358,P-01072,1,1254000,1254000
D-000359,O-00359,P-04625,2,438000,876000
D-000360,O-00360,P-01368,1,373000,373000
D-000361,O-00361,P-04667,1,2348000,2348000
D-000362,O-00362,P-04230,2,298000,596000
D-000363,O-00363,P-02131,1,1478000,1478000
D-000364,O-00364,P-01631,1,1608000,1608000
D-000365,O-00365,P-01150,1,2355000,2355000
D-000366,O-00366,P-03606,1,2799000,2799000
D-000367,O-00367,P-00502,2,2663000,5326000
D-000368,O-00368,P-04268,2,1735000,3470000
D-000369,O-00369,P-03004,1,491000,491000
D-000370,O-00370,P-01052,1,1350000,1350000
D-000371,O-00371,P-03459,2,2728000,5456000
D-000372,O-00372,P-03683,1,2870000,2870000
D-000373,O-00373,P-04008,2,2576000,5152000
D-000374,O-00374,P-02084,1,687000,687000
D-000375,O-00375,P-04460,1,1473000,1473000
D-000376,O-00376,P-03038,1,1690000,1690000
D-000377,O-00377,P-00302,1,1936000,1936000
D-000378,O-00378,P-01183,2,921000,1842000
D-000379,O-00379,P-01296,1,1142000,1142000
D-000380,O-00380,P-04736,1,844000,844000
D-000381,O-00381,P-01622,2,1272000,2544000
D-000382,O-00382,P-02798,1,1274000,1274000
D-000383,O-00383,P-02773,1,2742000,2742000
D-000384,O-00384,P-04438,1,1676000,1676000
D-000385,O-00385,P-02073,2,643000,1286000
D-000386,O-00386,P-04705,1,102000,102000
D-000387,O-00387,P-04566,1,811000,811000
D-000388,O-00388,P-00656,2,2719000,5438000
D-000389,O-00389,P-04496,1,823000,823000
D-000390,O-00390,P-00974,1,513000,513000
D-000391,O-00391,P-00009,2,225000,450000
D-000392,O-00392,P-02946,1,2962000,2962000
D-000393,O-00393,P-02939,1,191000,191000
D-000394,O-00394,P-02767,2,2712000,5424000
D-000395,O-00395,P-00458,2,2462000,4924000
D-000396,O-00396,P-00236,1,548000,548000
D-000397,O-00397,P-00298,2,721000,1442000
D-000398,O-00398,P-00196,1,1426000,1426000
D-000399,O-00399,P-00423,1,1275000,1275000
D-000400,O-00400,P-04817,1,447000,447000
D-000401,O-00401,P-03619,1,1593000,1593000
D-000402,O-00402,P-02657,1,449000,449000
D-000403,O-00403,P-03075,1,2670000,2670000
D-000404,O-00404,P-02228,1,1147000,1147000
D-000405,O-00405,P-01280,2,2726000,5452000
D-000406,O-00406,P-04768,1,1145000,1145000
D-000407,O-00407,P-01150,1,2894000,2894000
D-000408,O-00408,P-03068,1,2134000,2134000
D-000409,O-00409,P-03065,2,1304000,2608000
D-000410,O-00410,P-04586,1,913000,913000
D-000411,O-00411,P-00740,2,644000,1288000
D-000412,O-00412,P-02503,2,1578000,3156000
D-000413,O-00413,P-02267,1,1170000,1170000
D-000414,O-00414,P-02484,2,158000,316000
D-000415,O-00415,P-01896,1,1554000,1554000
D-000416,O-00416,P-02872,2,1844000,3688000
D-000417,O-00417,P-02502,2,1353000,2706000
D-000418,O-00418,P-00839,1,2052000,2052000
D-000419,O-00419,P-04007,2,170000,340000
D-000420,O-00420,P-01493,2,683000,1366000
D-000421,O-00421,P-02046,2,1177000,2354000
D-000422,O-00422,P-04565,2,499000,998000
D-000423,O-00423,P-01186,2,1886000,3772000
D-000424,O-00424,P-01678,2,588000,1176000
D-000425,O-00425,P-02679,2,2322000,4644000
D-000426,O-00426,P-03279,1,141000,141000
D-000427,O-00427,P-03858,1,682000,682000
D-000428,O-00428,P-00905,2,828000,1656000
D-000429,O-00429,P-02061,1,1206000,1206000
D-000430,O-00430,P-04511,1,816000,816000
D-000431,O-00431,P-01656,2,2275000,4550000
D-000432,O-00432,P-00555,2,1069000,2138000
D-000433,O-00433,P-03107,1,2101000,2101000
D-000434,O-00434,P-00789,2,2412000,4824000
D-000435,O-00435,P-04712,1,2482000,2482000
D-000436,O-00436,P-01629,1,521000,521000
D-000437,O-00437,P-03066,2,1859000,3718000
D-000438,O-00438,P-01228,2,2317000,4634000
D-000439,O-00439,P-00331,2,1672000,3344000
D-000440,O-00440,P-01269,2,221000,442000
D-000441,O-00441,P-01279,1,1902000,1902000
D-000442,O-00442,P-03275,2,1429000,2858000
D-000443,O-00443,P-04566,1,921000,921000
D-000444,O-00444,P-03172,2,2676000,5352000
D-000445,O-00445,P-04460,1,1833000,1833000
D-000446,O-00446,P-02446,1,2302000,2302000
D-000447,O-00447,P-00176,1,2419000,2419000
D-000448,O-00448,P-00264,1,1946000,1946000
D-000449,O-00449,P-04299,2,365000,730000
D-000450,O-00450,P-00767,2,58000,116000
D-000451,O-00451,P-00076,1,2724000,2724000
D-000452,O-00452,P-03994,1,1168000,1168000
D-000453,O-00453,P-00419,2,2321000,4642000
D-000454,O-00454,P-00364,1,84000,84000
D-000455,O-00455,P-02612,1,2363000,2363000
D-000456,O-00456,P-02342,2,497000,994000
D-000457,O-00457,P-00537,2,1789000,3578000
D-000458,O-00458,P-00480,1,1276000,1276000
D-000459,O-00459,P-04088,1,1017000,1017000
D-000460,O-00460,P-01376,2,1774000,3548000
D-000461,O-00461,P-01442,1,1457000,1457000
D-000462,O-00462,P-04376,1,448000,448000
D-000463,O-00463,P-03143,2,1131000,2262000
D-000464,O-00464,P-01356,2,622000,1244000
D-000465,O-00465,P-04003,1,1768000,1768000
D-000466,O-00466,P-02423,1,128000,128000
D-000467,O-00467,P-01399,1,2400000,2400000
D-000468,O-00468,P-01063,2,1586000,3172000
D-000469,O-00469,P-04095,1,1396000,1396000
D-000470,O-00470,P-04600,1,1855000,1855000
D-000471,O-00471,P-04775,1,867000,867000
D-000472,O-00472,P-02356,1,1726000,1726000
D-000473,O-00473,P-02582,1,2270000,2270000
D-000474,O-00474,P-02075,1,1511000,1511000
D-000475,O-00475,P-00181,2,2801000,5602000
D-000476,O-00476,P-02943,2,502000,1004000
D-000477,O-00477,P-04231,2,56000,112000
D-000478,O-00478,P-01640,1,1617000,1617000
D-000479,O-00479,P-03527,1,529000,529000
D-000480,O-00480,P-00216,2,1183000,2366000
D-000481,O-00481,P-03787,2,1844000,3688000
D-000482,O-00482,P-00311,2,2617000,5234000
D-000483,O-00483,P-01368,1,2418000,2418000
D-000484,O-00484,P-01631,2,678000,1356000
D-000485,O-00485,P-00665,2,837000,1674000
D-000486,O-00486,P-05000,1,105000,105000
D-000487,O-00487,P-03768,2,1834000,3668000
D-000488,O-00488,P-00147,2,2084000,4168000
D-000489,O-00489,P-00824,1,595000,595000
D-000490,O-00490,P-02620,1,2998000,2998000
D-000491,O-00491,P-01781,1,1738000,1738000
D-000492,O-00492,P-04280,2,1048000,2096000
D-000493,O-00493,P-03736,2,2254000,4508000
D-000494,O-00494,P-02281,2,2798000,5596000
D-000495,O-00495,P-04102,2,50000,100000
D-000496,O-00496,P-01911,2,1670000,3340000
D-000497,O-00497,P-03191,1,2082000,2082000
D-000498,O-00498,P-03003,2,2566000,5132000
D-000499,O-00499,P-00301,1,1412000,1412000
D-000500,O-00500,P-04342,1,2092000,2092000
D-000501,O-00501,P-04956,2,2843000,5686000
D-000502,O-00502,P-00010,1,143000,143000
D-000503,O-00503,P-04791,1,2060000,2060000
D-000504,O-00504,P-02516,1,156000,156000
D-000505,O-00505,P-03927,1,1249000,1249000
D-000506,O-00506,P-00946,1,1204000,1204000
D-000507,O-00507,P-04030,1,2625000,2625000
D-000508,O-00508,P-02088,2,436000,872000
D-000509,O-00509,P-04836,1,2539000,2539000
D-000510,O-00510,P-03756,2,2305000,4610000
D-000511,O-00511,P-00838,1,1718000,1718000
D-000512,O-00512,P-01503,1,492000,492000
D-000513,O-00513,P-02718,1,64000,64000
D-000514,O-00514,P-00984,2,802000,1604000
D-000515,O-00515,P-04442,2,1821000,3642000
D-000516,O-00516,P-01940,2,2113000,4226000
D-000517,O-00517,P-02531,2,2724000,5448000
D-000518,O-00518,P-00497,1,687000,687000
D-000519,O-00519,P-04336,1,936000,936000
D-000520,O-00520,P-02945,2,2477000,4954000
D-000521,O-00521,P-03090,2,1726000,3452000
D-000522,O-00522,P-02227,2,2203000,4406000
D-000523,O-00523,P-02980,1,2357000,2357000
D-000524,O-00524,P-03601,1,718000,718000
D-000525,O-00525,P-02015,2,2037000,4074000
D-000526,O-00526,P-02371,2,2314000,4628000
D-000527,O-00527,P-01228,2,2439000,4878000
D-000528,O-00528,P-04470,1,485000,485000
D-000529,O-00529,P-01112,2,646000,1292000
D-000530,O-00530,P-04199,1,2916000,2916000
D-000531,O-00531,P-04729,2,2299000,4598000
D-000532,O-00532,P-00177,2,1395000,2790000
D-000533,O-00533,P-03208,1,1621000,1621000
D-000534,O-00534,P-00882,1,1403000,1403000
D-000535,O-00535,P-00893,2,1040000,2080000
D-000536,O-00536,P-02210,1,292000,292000
D-000537,O-00537,P-01623,1,2840000,2840000
D-000538,O-00538,P-03604,1,2185000,2185000
D-000539,O-00539,P-00662,2,2257000,4514000
D-000540,O-00540,P-02778,1,2580000,2580000
D-000541,O-00541,P-04583,2,2059000,4118000
D-000542,O-00542,P-03143,2,668000,1336000
D-000543,O-00543,P-01254,1,682000,682000
D-000544,O-00544,P-03347,2,931000,1862000
D-000545,O-00545,P-04652,1,511000,511000
D-000546,O-00546,P-01481,2,1371000,2742000
D-000547,O-00547,P-02782,1,595000,595000
D-000548,O-00548,P-00922,1,1157000,1157000
D-000549,O-00549,P-00788,1,688000,688000
D-000550,O-00550,P-03702,1,2480000,2480000
D-000551,O-00551,P-03872,1,2986000,2986000
D-000552,O-00552,P-01359,2,817000,1634000
D-000553,O-00553,P-03449,2,547000,1094000
D-000554,O-00554,P-00743,2,1022000,2044000
D-000555,O-00555,P-04705,1,320000,320000
D-000556,O-00556,P-00871,1,1863000,1863000
D-000557,O-00557,P-02445,2,389000,778000
D-000558,O-00558,P-02919,2,911000,1822000
D-000559,O-00559,P-00977,2,446000,892000
D-000560,O-00560,P-01645,2,2053000,4106000
D-000561,O-00561,P-02857,2,2685000,5370000
D-000562,O-00562,P-01914,1,927000,927000
D-000563,O-00563,P-03206,1,2054000,2054000
D-000564,O-00564,P-03844,1,2893000,2893000
D-000565,O-00565,P-00986,1,1300000,1300000
D-000566,O-00566,P-00650,1,2562000,2562000
D-000567,O-00567,P-04395,1,1073000,1073000
D-000568,O-00568,P-00083,2,282000,564000
D-000569,O-00569,P-00696,2,731000,1462000
D-000570,O-00570,P-04979,1,1460000,1460000
D-000571,O-00571,P-00812,2,1290000,2580000
